customer_id,tenure_months,monthly_charges,support_tickets,contract_type,payment_method,total_charges,churn,avg_monthly_value,expected_annual_value
650,61,53.7,3,Month-to-month,Bank transfer,3250.72,1,52.43096774193548,629.1716129032258
651,35,58.95,1,Month-to-month,Bank transfer,1969.55,0,54.70972222222222,656.5166666666667
652,47,16.94,0,Two year,Credit card,835.2,0,17.400000000000002,208.8
653,15,116.56,1,Month-to-month,Credit card,1671.04,0,104.44,1253.28
654,58,44.17,1,One year,Mailed check,2497.97,0,42.33847457627118,508.0616949152542
655,40,30.83,0,Month-to-month,Credit card,1258.9,0,30.70487804878049,368.4585365853659
656,38,41.47,1,Month-to-month,Bank transfer,1628.95,1,41.76794871794872,501.21538461538466
657,55,116.08,1,Two year,Bank transfer,6376.45,0,113.86517857142857,1366.3821428571428
658,45,20.37,1,Month-to-month,Mailed check,945.16,0,20.54695652173913,246.56347826086954
659,6,105.4,0,Month-to-month,Credit card,659.29,1,94.1842857142857,1130.2114285714285
660,21,87.86,1,Month-to-month,Bank transfer,1834.29,1,83.37681818181818,1000.5218181818182
661,13,101.3,1,One year,Credit card,1262.16,0,90.15428571428572,1081.8514285714286
662,53,117.35,0,Month-to-month,Credit card,6247.79,1,115.69981481481481,1388.3977777777777
663,3,102.64,0,Month-to-month,Credit card,338.57,0,84.6425,1015.71
664,15,113.77,2,Month-to-month,Credit card,1751.25,1,109.453125,1313.4375
665,43,23.96,1,Month-to-month,Mailed check,1045.88,0,23.770000000000003,285.24
666,50,97.54,1,Month-to-month,Mailed check,4818.58,1,94.48196078431373,1133.7835294117647
667,36,70.02,2,Month-to-month,Credit card,2555.24,0,69.06054054054053,828.7264864864864
668,62,69.78,0,Month-to-month,Mailed check,4326.29,0,68.67126984126985,824.0552380952381
669,66,108.88,0,Month-to-month,Bank transfer,7161.94,0,106.89462686567164,1282.7355223880597
670,10,116.9,0,One year,Bank transfer,1154.27,1,104.93363636363637,1259.2036363636364
671,68,87.53,2,One year,Mailed check,5917.53,1,85.76130434782608,1029.135652173913
672,44,63.12,2,Month-to-month,Bank transfer,2821.72,0,62.70488888888888,752.4586666666665
673,46,60.2,0,Month-to-month,Credit card,2698.29,0,57.410425531914896,688.9251063829788
674,7,52.5,1,Month-to-month,Credit card,317.83,0,39.72875,476.745
675,45,49.78,2,Two year,Bank transfer,2223.66,1,48.34043478260869,580.0852173913042
676,52,53.07,5,Month-to-month,Mailed check,2840.33,1,53.5911320754717,643.0935849056604
677,42,19.87,3,Month-to-month,Bank transfer,887.25,1,20.63372093023256,247.60465116279073
678,6,18.52,2,Month-to-month,Credit card,29.08,1,4.154285714285714,49.85142857142857
679,38,95.79,3,Month-to-month,Credit card,3707.59,1,95.06641025641026,1140.7969230769231
680,67,59.07,4,Month-to-month,Mailed check,4025.16,1,59.1935294117647,710.3223529411764
681,52,112.38,1,Month-to-month,Credit card,5785.06,1,109.15207547169813,1309.8249056603775
682,10,77.34,1,One year,Bank transfer,647.33,0,58.84818181818182,706.1781818181819
683,69,13.87,2,One year,Bank transfer,953.42,0,13.620285714285714,163.44342857142857
684,69,27.33,0,One year,Credit card,1941.89,0,27.741285714285716,332.8954285714286
685,13,32.64,0,One year,Credit card,503.88,0,35.99142857142857,431.89714285714285
686,57,117.33,2,Month-to-month,Credit card,6644.27,1,114.55637931034484,1374.676551724138
687,29,34.06,1,Two year,Credit card,1075.34,0,35.84466666666666,430.13599999999997
688,43,66.73,1,One year,Bank transfer,2757.99,0,62.68159090909091,752.1790909090909
689,32,112.98,0,One year,Mailed check,3596.96,1,108.99878787878788,1307.9854545454546
690,56,117.49,0,One year,Credit card,6558.58,0,115.06280701754386,1380.7536842105264
691,71,36.0,1,Month-to-month,Bank transfer,2613.62,0,36.30027777777778,435.60333333333335
692,57,15.4,2,Month-to-month,Credit card,942.72,0,16.253793103448277,195.04551724137934
693,67,26.9,0,Month-to-month,Credit card,1850.01,0,27.206029411764707,326.4723529411765
694,68,16.97,0,Month-to-month,Bank transfer,1086.43,0,15.74536231884058,188.94434782608698
695,7,31.46,1,Month-to-month,Bank transfer,263.35,0,32.91875,395.02500000000003
696,18,72.54,2,Month-to-month,Bank transfer,1331.17,1,70.06157894736843,840.7389473684211
697,52,110.37,0,Month-to-month,Credit card,5655.68,0,106.71094339622643,1280.5313207547172
698,42,69.09,0,Two year,Bank transfer,2798.43,0,65.07976744186045,780.9572093023255
699,4,78.86,2,One year,Credit card,367.34,1,73.46799999999999,881.6159999999999
700,7,32.21,4,Month-to-month,Mailed check,216.47,0,27.05875,324.705
701,37,98.06,3,Month-to-month,Bank transfer,3563.96,0,93.78842105263158,1125.461052631579
702,44,77.96,0,Month-to-month,Mailed check,3419.83,0,75.99622222222222,911.9546666666665
703,12,105.06,2,Two year,Credit card,1278.92,1,98.37846153846155,1180.5415384615385
704,13,114.37,2,One year,Bank transfer,1482.67,1,105.905,1270.8600000000001
705,10,48.27,3,One year,Bank transfer,405.1,0,36.82727272727273,441.92727272727274
706,41,19.96,1,Month-to-month,Credit card,912.64,1,21.72952380952381,260.7542857142857
707,1,34.85,0,Month-to-month,Bank transfer,85.06,0,42.53,510.36
708,41,58.16,1,One year,Bank transfer,2367.79,0,56.37595238095238,676.5114285714285
709,34,114.03,0,Two year,Mailed check,3862.27,0,110.35057142857143,1324.2068571428572
710,34,51.61,2,Month-to-month,Credit card,1772.71,0,50.648857142857146,607.7862857142858
711,49,94.79,2,Month-to-month,Mailed check,4588.23,0,91.76459999999999,1101.1752
712,38,69.45,0,Month-to-month,Credit card,2655.23,0,68.08282051282052,816.9938461538462
713,52,30.11,0,Month-to-month,Bank transfer,1499.18,1,28.286415094339624,339.4369811320755
714,55,45.28,1,Two year,Bank transfer,2486.87,0,44.40839285714286,532.9007142857142
715,66,81.85,0,One year,Credit card,5343.67,0,79.75626865671641,957.0752238805969
716,57,84.01,0,Month-to-month,Mailed check,4732.67,0,81.59775862068966,979.1731034482759
717,37,57.82,4,Month-to-month,Mailed check,2221.63,0,58.46394736842105,701.5673684210526
718,35,35.15,0,Month-to-month,Mailed check,1233.21,0,34.255833333333335,411.07000000000005
719,17,89.41,1,Month-to-month,Mailed check,1530.34,1,85.01888888888888,1020.2266666666666
720,43,28.58,1,Month-to-month,Bank transfer,1128.37,0,25.644772727272724,307.7372727272727
721,10,113.03,1,One year,Bank transfer,1100.45,0,100.0409090909091,1200.490909090909
722,67,30.67,3,One year,Mailed check,2077.95,0,30.558088235294115,366.69705882352935
723,60,21.8,1,Month-to-month,Credit card,1317.71,0,21.601803278688525,259.2216393442623
724,9,64.74,2,One year,Mailed check,474.96,1,47.495999999999995,569.952
725,56,67.15,2,One year,Bank transfer,3770.76,0,66.15368421052632,793.8442105263159
726,9,65.9,1,Month-to-month,Bank transfer,611.43,1,61.142999999999994,733.7159999999999
727,52,58.03,1,One year,Credit card,3081.75,0,58.14622641509434,697.7547169811321
728,7,119.43,0,One year,Credit card,803.25,0,100.40625,1204.875
729,35,63.49,2,One year,Credit card,2110.05,1,58.612500000000004,703.35
730,47,62.57,1,Month-to-month,Credit card,2890.95,0,60.228125,722.7375
731,52,56.39,2,Month-to-month,Credit card,2877.43,1,54.291132075471694,651.4935849056603
732,30,17.35,2,Month-to-month,Credit card,557.34,1,17.978709677419356,215.74451612903226
733,66,75.23,2,Month-to-month,Credit card,4829.34,1,72.07970149253731,864.9564179104477
734,55,35.08,0,Month-to-month,Bank transfer,1906.98,1,34.05321428571428,408.63857142857137
735,15,80.14,1,One year,Credit card,1273.39,0,79.586875,955.0425
736,48,15.59,1,Month-to-month,Mailed check,748.68,0,15.279183673469387,183.35020408163263
737,52,117.95,1,Month-to-month,Credit card,6178.22,0,116.57018867924529,1398.8422641509435
738,24,61.59,2,Two year,Bank transfer,1396.07,0,55.8428,670.1135999999999
739,53,108.64,0,Month-to-month,Credit card,5677.82,0,105.14481481481481,1261.7377777777776
740,64,62.31,1,Month-to-month,Bank transfer,4059.7,0,62.456923076923076,749.4830769230769
741,59,16.64,1,Month-to-month,Bank transfer,986.82,0,16.447,197.36399999999998
742,55,100.44,2,Month-to-month,Bank transfer,5529.36,1,98.73857142857142,1184.8628571428571
743,46,81.3,0,Month-to-month,Credit card,3683.89,0,78.38063829787234,940.567659574468
744,20,95.99,1,One year,Bank transfer,1924.84,0,91.65904761904761,1099.9085714285713
745,57,57.1,1,Month-to-month,Credit card,3197.4,1,55.12758620689655,661.5310344827586
746,26,80.17,0,Month-to-month,Bank transfer,2143.76,1,79.39851851851853,952.7822222222223
747,38,104.19,0,Month-to-month,Credit card,4095.61,1,105.01564102564103,1260.1876923076925
748,23,79.42,2,One year,Bank transfer,1850.86,1,77.11916666666666,925.4299999999998
749,23,48.24,1,Month-to-month,Credit card,1077.77,0,44.90708333333333,538.885
750,12,82.88,1,One year,Bank transfer,867.88,1,66.76,801.1200000000001
751,69,83.9,3,Month-to-month,Credit card,5704.88,0,81.49828571428571,977.9794285714286
752,11,115.66,0,Month-to-month,Credit card,1350.0,0,112.5,1350.0
753,7,50.8,3,Month-to-month,Credit card,304.14,1,38.0175,456.21
754,67,56.76,0,Month-to-month,Credit card,3784.38,0,55.65264705882353,667.8317647058824
755,40,99.33,2,Month-to-month,Bank transfer,4005.97,0,97.70658536585366,1172.479024390244
756,32,65.63,2,One year,Mailed check,2174.27,0,65.8869696969697,790.6436363636365
757,53,91.02,1,Month-to-month,Bank transfer,4814.08,1,89.14962962962963,1069.7955555555554
758,28,60.57,0,Month-to-month,Credit card,1675.73,0,57.783793103448275,693.4055172413794
759,10,33.7,0,Month-to-month,Credit card,340.58,0,30.96181818181818,371.54181818181814
760,52,91.97,3,Month-to-month,Mailed check,4751.06,1,89.64264150943397,1075.7116981132076
761,13,24.43,3,Month-to-month,Credit card,288.9,1,20.635714285714283,247.62857142857138
762,40,31.84,2,Month-to-month,Credit card,1294.19,1,31.56560975609756,378.78731707317075
763,68,78.95,2,Month-to-month,Mailed check,5377.86,0,77.94,935.28
764,67,92.2,1,Month-to-month,Credit card,6283.98,1,92.41147058823529,1108.9376470588236
765,26,108.42,2,Month-to-month,Credit card,2840.86,1,105.21703703703704,1262.6044444444447
766,56,39.98,0,Month-to-month,Credit card,2296.44,0,40.28842105263158,483.4610526315789
767,44,22.18,1,Month-to-month,Bank transfer,922.36,0,20.49688888888889,245.96266666666668
768,35,115.17,1,Month-to-month,Credit card,4057.21,1,112.70027777777779,1352.4033333333334
769,10,26.99,1,Two year,Bank transfer,233.75,0,21.25,255.0
770,27,31.74,1,Month-to-month,Credit card,876.75,0,31.3125,375.75
771,47,42.05,2,One year,Credit card,2010.78,1,41.89125,502.695
772,71,68.23,1,Month-to-month,Credit card,4846.82,0,67.31694444444445,807.8033333333333
773,1,107.11,1,Month-to-month,Mailed check,227.48,1,113.74,1364.8799999999999
774,51,93.66,1,Month-to-month,Credit card,4848.06,0,93.23192307692308,1118.783076923077
775,61,87.9,1,Month-to-month,Bank transfer,5420.76,0,87.43161290322581,1049.1793548387097
776,68,29.27,0,One year,Credit card,2028.57,0,29.399565217391302,352.79478260869564
777,31,49.35,0,One year,Credit card,1618.02,0,50.563125,606.7574999999999
778,9,62.62,0,Month-to-month,Credit card,491.73,1,49.173,590.076
779,20,26.22,1,One year,Bank transfer,592.91,0,28.233809523809523,338.80571428571426
780,61,40.08,1,Month-to-month,Bank transfer,2395.32,0,38.6341935483871,463.61032258064523
781,63,43.92,0,Month-to-month,Mailed check,2738.74,1,42.7928125,513.51375
782,46,24.0,1,One year,Mailed check,1132.07,0,24.08659574468085,289.0391489361702
783,9,70.53,3,Month-to-month,Bank transfer,696.43,1,69.643,835.716
784,9,87.55,0,Month-to-month,Bank transfer,730.27,1,73.027,876.3240000000001
785,34,17.69,3,Two year,Bank transfer,575.83,1,16.452285714285715,197.42742857142858
786,42,62.92,1,Two year,Bank transfer,2647.52,0,61.57023255813954,738.8427906976744
787,3,96.04,0,One year,Credit card,278.8,0,69.7,836.4000000000001
788,49,92.28,1,Month-to-month,Mailed check,4564.42,1,91.2884,1095.4607999999998
789,39,99.66,1,One year,Mailed check,4058.54,0,101.4635,1217.562
790,1,59.31,1,Month-to-month,Credit card,80.28,1,40.14,481.68
791,7,100.26,1,Month-to-month,Mailed check,665.06,1,83.1325,997.5899999999999
792,33,36.48,1,Month-to-month,Mailed check,1139.01,0,33.50029411764706,402.0035294117647
793,52,49.69,1,Two year,Credit card,2567.62,0,48.445660377358486,581.3479245283019
794,59,29.4,0,Two year,Mailed check,1687.59,0,28.1265,337.51800000000003
795,31,61.42,0,One year,Credit card,1927.4,0,60.23125,722.7750000000001
796,21,53.13,0,Month-to-month,Credit card,1138.33,0,51.74227272727273,620.9072727272727
797,69,36.5,0,Month-to-month,Credit card,2495.34,0,35.64771428571429,427.77257142857144
798,33,92.7,2,Month-to-month,Bank transfer,3158.35,1,92.89264705882353,1114.7117647058824
799,23,44.52,1,Two year,Credit card,987.19,1,41.13291666666667,493.595
800,32,40.01,0,Month-to-month,Mailed check,1274.35,1,38.61666666666667,463.4
801,1,24.4,1,Month-to-month,Credit card,56.36,0,28.18,338.15999999999997
802,22,58.27,0,One year,Credit card,1326.54,0,57.67565217391304,692.1078260869565
803,37,43.33,4,Month-to-month,Bank transfer,1667.09,1,43.870789473684205,526.4494736842105
804,66,50.62,0,One year,Credit card,3362.34,0,50.184179104477614,602.2101492537314
805,53,35.96,1,Month-to-month,Bank transfer,1958.43,1,36.26722222222222,435.2066666666667
806,56,93.95,0,One year,Credit card,5227.94,0,91.71824561403508,1100.618947368421
807,39,112.3,0,Month-to-month,Mailed check,4425.6,1,110.64000000000001,1327.6800000000003
808,8,64.77,1,Month-to-month,Bank transfer,563.4,1,62.599999999999994,751.1999999999999
809,28,80.73,0,Month-to-month,Credit card,2336.08,0,80.5544827586207,966.6537931034484
810,71,105.39,1,Month-to-month,Credit card,7399.27,0,102.7676388888889,1233.2116666666668
811,4,119.87,1,Month-to-month,Credit card,434.12,1,86.824,1041.888
812,63,77.49,1,Month-to-month,Mailed check,4923.03,1,76.92234375,923.068125
813,49,107.88,1,Month-to-month,Bank transfer,5153.55,1,103.071,1236.8519999999999
814,21,109.95,0,One year,Credit card,2333.55,1,106.07045454545455,1272.8454545454547
815,56,97.06,1,Month-to-month,Credit card,5488.35,0,96.28684210526316,1155.4421052631578
816,60,60.7,0,One year,Mailed check,3613.18,0,59.23245901639344,710.7895081967213
817,4,18.93,1,One year,Credit card,54.21,0,10.842,130.104
818,8,11.74,2,Month-to-month,Bank transfer,40.21,1,4.467777777777778,53.61333333333334
819,48,62.49,1,One year,Bank transfer,2973.44,0,60.68244897959184,728.1893877551021
820,71,64.37,1,Month-to-month,Credit card,4545.64,0,63.13388888888889,757.6066666666667
821,2,54.81,0,Month-to-month,Bank transfer,75.48,1,25.16,301.92
822,48,72.5,1,Month-to-month,Credit card,3443.12,0,70.26775510204081,843.2130612244897
823,10,70.74,4,One year,Credit card,693.85,1,63.07727272727273,756.9272727272728
824,47,102.03,2,Month-to-month,Mailed check,4781.25,0,99.609375,1195.3125
825,45,21.95,2,Month-to-month,Bank transfer,1081.46,1,23.51,282.12
826,7,34.77,1,Two year,Mailed check,223.68,1,27.96,335.52
827,49,97.23,2,Month-to-month,Bank transfer,4781.48,0,95.6296,1147.5552
828,64,103.26,2,Two year,Credit card,6579.8,0,101.22769230769231,1214.7323076923076
829,62,119.43,2,One year,Bank transfer,7375.18,1,117.06634920634922,1404.7961904761905
830,3,106.02,0,Two year,Bank transfer,232.84,1,58.21,698.52
831,18,107.89,0,Two year,Credit card,1863.45,0,98.07631578947368,1176.915789473684
832,18,44.58,1,Two year,Credit card,742.09,1,39.05736842105264,468.6884210526316
833,33,54.18,3,Month-to-month,Bank transfer,1797.12,1,52.85647058823529,634.2776470588235
834,11,39.49,2,One year,Bank transfer,488.2,0,40.68333333333333,488.19999999999993
835,61,76.69,3,One year,Credit card,4588.76,1,74.01225806451613,888.1470967741936
836,56,113.27,1,One year,Mailed check,6315.67,0,110.80122807017544,1329.6147368421052
837,58,47.91,1,Month-to-month,Credit card,2710.44,0,45.93966101694915,551.2759322033899
838,15,71.27,1,Two year,Credit card,1055.84,0,65.99,791.8799999999999
839,2,42.59,2,Month-to-month,Credit card,138.97,0,46.32333333333333,555.88
840,65,28.68,1,Month-to-month,Mailed check,1841.86,0,27.906969696969696,334.88363636363636
841,21,31.47,1,Month-to-month,Credit card,658.49,0,29.93136363636364,359.17636363636365
842,47,16.37,0,Month-to-month,Bank transfer,842.15,1,17.544791666666665,210.53749999999997
843,65,114.42,1,One year,Credit card,7460.2,1,113.03333333333333,1356.4
844,3,54.32,1,Month-to-month,Bank transfer,124.96,0,31.24,374.88
845,1,101.75,1,One year,Bank transfer,109.7,1,54.85,658.2
846,1,84.95,0,One year,Credit card,43.57,1,21.785,261.42
847,12,31.11,1,Month-to-month,Mailed check,394.34,1,30.333846153846153,364.00615384615384
848,4,29.3,2,One year,Credit card,142.97,0,28.594,343.12800000000004
849,59,99.32,1,Month-to-month,Credit card,5791.52,1,96.52533333333334,1158.304
850,44,39.12,0,One year,Bank transfer,1730.04,0,38.44533333333333,461.34399999999994
851,70,110.46,0,Two year,Bank transfer,7726.32,0,108.82140845070423,1305.8569014084508
852,57,25.41,2,Month-to-month,Credit card,1475.6,0,25.441379310344825,305.2965517241379
853,69,84.55,0,One year,Bank transfer,5875.52,0,83.936,1007.2320000000001
854,17,99.59,1,Month-to-month,Credit card,1716.9,0,95.38333333333334,1144.6000000000001
855,21,35.88,3,Month-to-month,Bank transfer,738.32,1,33.56,402.72
856,61,40.38,2,One year,Bank transfer,2509.85,0,40.48145161290322,485.7774193548387
857,18,116.1,1,Month-to-month,Mailed check,2046.15,1,107.6921052631579,1292.3052631578948
858,5,39.11,3,One year,Bank transfer,129.52,1,21.58666666666667,259.04
859,48,57.3,1,Month-to-month,Bank transfer,2590.64,0,52.87020408163265,634.4424489795917
860,57,57.58,2,Month-to-month,Bank transfer,3278.55,0,56.52672413793104,678.3206896551725
861,69,37.83,0,Two year,Credit card,2569.19,0,36.702714285714286,440.43257142857146
862,66,95.34,2,Month-to-month,Credit card,6312.33,1,94.21388059701492,1130.566567164179
863,9,94.9,4,Month-to-month,Mailed check,755.54,1,75.554,906.648
864,55,51.61,1,Month-to-month,Credit card,2806.19,0,50.11053571428572,601.3264285714286
865,61,101.86,1,One year,Bank transfer,6236.97,0,100.59629032258064,1207.1554838709676
866,50,33.44,4,Month-to-month,Credit card,1620.51,1,31.77470588235294,381.29647058823525
867,59,10.47,1,Month-to-month,Mailed check,638.19,0,10.636500000000002,127.63800000000002
868,60,72.83,0,Month-to-month,Credit card,4341.95,0,71.17950819672132,854.1540983606558
869,32,119.35,3,Month-to-month,Mailed check,3817.56,1,115.68363636363637,1388.2036363636364
870,3,14.25,1,Two year,Bank transfer,72.51,0,18.1275,217.53000000000003
871,33,32.88,0,Month-to-month,Credit card,1132.68,0,33.31411764705882,399.76941176470586
872,15,67.08,1,Month-to-month,Bank transfer,1010.82,0,63.17625,758.115
873,9,99.09,0,One year,Bank transfer,851.11,1,85.111,1021.3320000000001
874,9,19.79,0,Month-to-month,Credit card,155.21,1,15.521,186.252
875,50,53.48,1,Month-to-month,Credit card,2705.85,0,53.055882352941175,636.6705882352941
876,36,92.18,1,Month-to-month,Bank transfer,3267.42,1,88.30864864864866,1059.7037837837838
877,39,50.87,1,Month-to-month,Bank transfer,1975.03,1,49.37575,592.509
878,53,30.77,1,One year,Credit card,1611.52,1,29.84296296296296,358.11555555555555
879,39,31.5,0,Two year,Mailed check,1223.33,0,30.58325,366.999
880,45,55.11,1,Two year,Credit card,2429.49,0,52.815,633.78
881,7,62.74,1,Two year,Credit card,346.58,0,43.3225,519.87
882,61,104.8,1,Month-to-month,Bank transfer,6418.84,1,103.52967741935484,1242.3561290322582
883,32,80.65,2,Month-to-month,Credit card,2629.01,0,79.6669696969697,956.0036363636364
884,12,85.94,0,One year,Credit card,941.67,1,72.43615384615384,869.2338461538461
885,58,118.13,0,Two year,Bank transfer,6869.99,0,116.44050847457626,1397.286101694915
886,53,55.3,1,One year,Credit card,2985.06,0,55.278888888888886,663.3466666666666
887,4,54.37,4,Month-to-month,Credit card,247.28,1,49.456,593.472
888,14,111.57,2,One year,Bank transfer,1541.15,1,102.74333333333334,1232.92
889,2,37.05,4,One year,Bank transfer,26.93,1,8.976666666666667,107.72
890,20,90.28,3,Two year,Mailed check,1809.65,0,86.17380952380952,1034.0857142857144
891,8,93.0,0,One year,Bank transfer,756.39,1,84.04333333333334,1008.52
892,51,20.76,0,Month-to-month,Bank transfer,1063.55,0,20.452884615384615,245.43461538461537
893,38,61.51,0,Month-to-month,Credit card,2328.37,0,59.70179487179487,716.4215384615384
894,70,32.06,1,Month-to-month,Bank transfer,2190.07,0,30.84605633802817,370.152676056338
895,54,30.39,3,Month-to-month,Credit card,1662.19,0,30.221636363636364,362.65963636363637
896,44,61.02,1,Two year,Credit card,2708.42,0,60.187111111111115,722.2453333333334
897,37,41.84,1,Month-to-month,Mailed check,1558.12,0,41.00315789473684,492.0378947368421
898,4,97.57,0,Month-to-month,Bank transfer,395.83,0,79.166,949.992
899,5,109.84,0,Month-to-month,Bank transfer,633.16,1,105.52666666666666,1266.32
900,44,98.3,1,One year,Credit card,4293.98,1,95.42177777777776,1145.061333333333
901,1,39.26,3,Month-to-month,Credit card,103.33,1,51.665,619.98
902,4,40.15,0,Month-to-month,Bank transfer,123.9,1,24.78,297.36
903,16,38.02,1,Two year,Bank transfer,663.77,0,39.04529411764706,468.5435294117647
904,63,24.85,1,Month-to-month,Bank transfer,1627.22,0,25.4253125,305.10375
905,33,113.82,1,Month-to-month,Credit card,3741.41,1,110.04147058823528,1320.4976470588235
906,51,54.23,1,Month-to-month,Credit card,2848.78,0,54.784230769230774,657.4107692307693
907,30,34.72,1,Month-to-month,Bank transfer,1065.05,1,34.35645161290322,412.2774193548387
908,13,103.13,2,One year,Bank transfer,1296.83,0,92.63071428571428,1111.5685714285714
909,27,53.91,0,Two year,Credit card,1436.86,1,51.31642857142857,615.7971428571428
910,7,13.86,1,Month-to-month,Credit card,153.66,1,19.2075,230.49
911,55,27.81,0,Two year,Credit card,1575.7,0,28.1375,337.65
912,14,80.32,2,One year,Credit card,1071.58,1,71.43866666666666,857.2639999999999
913,27,96.12,1,Month-to-month,Bank transfer,2588.28,1,92.43857142857144,1109.2628571428572
914,70,33.2,1,Month-to-month,Credit card,2334.18,0,32.87577464788732,394.50929577464785
915,43,110.91,2,Month-to-month,Bank transfer,4743.75,1,107.8125,1293.75
916,33,103.61,0,Two year,Bank transfer,3537.02,1,104.03,1248.3600000000001
917,39,103.32,2,Month-to-month,Mailed check,4041.16,1,101.029,1212.348
918,56,35.04,3,Month-to-month,Mailed check,1959.15,1,34.37105263157895,412.4526315789474
919,19,15.56,2,One year,Credit card,355.18,0,17.759,213.108
920,46,105.42,1,Two year,Credit card,4831.06,0,102.78851063829788,1233.4621276595744
921,62,43.64,0,One year,Credit card,2756.05,0,43.7468253968254,524.9619047619049
922,41,78.08,1,One year,Bank transfer,3117.89,0,74.23547619047619,890.8257142857143
923,32,93.6,0,Month-to-month,Credit card,2972.52,0,90.07636363636364,1080.9163636363637
924,11,24.11,0,Two year,Credit card,317.66,0,26.471666666666668,317.66
925,18,95.89,2,Month-to-month,Credit card,1804.53,0,94.97526315789473,1139.7031578947367
926,68,113.24,0,Month-to-month,Credit card,7661.66,0,111.03855072463767,1332.462608695652
927,39,90.12,2,Two year,Bank transfer,3470.19,1,86.75475,1041.057
928,22,58.53,2,Month-to-month,Bank transfer,1316.03,0,57.21869565217391,686.6243478260869
929,30,106.43,2,Month-to-month,Bank transfer,3161.75,0,101.99193548387096,1223.9032258064515
930,42,68.02,2,One year,Mailed check,2843.41,1,66.12581395348838,793.5097674418605
931,39,91.92,3,Month-to-month,Credit card,3628.7,1,90.7175,1088.6100000000001
932,50,100.26,1,Month-to-month,Credit card,4985.79,0,97.76058823529412,1173.1270588235295
933,19,92.43,0,One year,Credit card,1657.9,0,82.89500000000001,994.7400000000001
934,47,41.66,2,One year,Bank transfer,1892.97,0,39.436875,473.2425
935,32,22.96,1,One year,Bank transfer,735.22,0,22.27939393939394,267.3527272727273
936,67,36.22,1,Month-to-month,Credit card,2333.57,1,34.317205882352944,411.80647058823536
937,12,65.32,0,Month-to-month,Mailed check,768.98,0,59.152307692307694,709.8276923076924
938,11,65.58,1,One year,Credit card,651.78,0,54.315,651.78
939,33,74.09,1,Month-to-month,Credit card,2526.97,0,74.32264705882352,891.8717647058822
940,37,53.46,2,Month-to-month,Bank transfer,2086.28,1,54.9021052631579,658.8252631578948
941,50,96.56,0,Month-to-month,Mailed check,4775.09,1,93.6292156862745,1123.550588235294
942,29,110.45,0,Month-to-month,Bank transfer,3215.89,0,107.19633333333333,1286.356
943,65,37.14,2,Month-to-month,Mailed check,2366.08,0,35.84969696969697,430.1963636363637
944,34,91.02,1,One year,Credit card,3079.21,0,87.97742857142858,1055.729142857143
945,10,84.58,2,Two year,Bank transfer,935.97,1,85.08818181818182,1021.0581818181819
946,9,67.54,2,Month-to-month,Mailed check,584.53,1,58.452999999999996,701.4359999999999
947,70,30.74,0,One year,Bank transfer,2137.5,0,30.1056338028169,361.2676056338028
948,10,97.48,0,Month-to-month,Credit card,927.67,1,84.33363636363636,1012.0036363636364
949,68,115.67,1,Month-to-month,Mailed check,7922.87,1,114.82420289855072,1377.8904347826087
950,20,89.4,3,One year,Credit card,1624.84,0,77.37333333333333,928.48
951,7,110.96,0,Month-to-month,Credit card,754.58,1,94.3225,1131.8700000000001
952,22,118.26,1,Two year,Mailed check,2599.43,0,113.0186956521739,1356.2243478260868
953,44,48.73,4,Month-to-month,Mailed check,2111.07,1,46.912666666666674,562.9520000000001
954,31,80.2,2,Month-to-month,Mailed check,2529.38,1,79.043125,948.5175
955,56,62.13,0,Month-to-month,Mailed check,3539.38,0,62.094385964912284,745.1326315789474
956,44,118.53,0,Month-to-month,Credit card,5144.72,0,114.32711111111112,1371.9253333333336
957,29,20.32,1,Two year,Mailed check,693.95,0,23.131666666666668,277.58000000000004
958,46,55.36,3,One year,Credit card,2475.4,0,52.66808510638298,632.0170212765958
959,69,106.31,1,Month-to-month,Bank transfer,7399.82,1,105.71171428571428,1268.5405714285714
960,30,41.25,2,Month-to-month,Credit card,1244.99,1,40.16096774193549,481.93161290322587
961,11,96.66,0,One year,Mailed check,1038.07,1,86.50583333333333,1038.07
962,30,52.11,0,One year,Bank transfer,1542.83,0,49.76870967741935,597.2245161290323
963,60,117.8,2,Month-to-month,Mailed check,7066.32,1,115.84131147540982,1390.0957377049178
964,16,107.19,0,Month-to-month,Credit card,1725.46,0,101.49764705882353,1217.9717647058824
965,68,43.15,1,Month-to-month,Credit card,2888.19,0,41.85782608695652,502.29391304347826
966,42,94.72,4,Month-to-month,Credit card,3966.54,0,92.24511627906976,1106.9413953488372
967,43,47.05,1,Month-to-month,Credit card,1984.62,0,45.105,541.26
968,23,76.7,0,Month-to-month,Bank transfer,1703.35,0,70.97291666666666,851.675
969,66,82.43,1,Month-to-month,Credit card,5399.51,0,80.58970149253732,967.0764179104478
970,3,101.26,3,Month-to-month,Bank transfer,246.28,0,61.57,738.84
971,22,12.69,2,Month-to-month,Credit card,258.17,1,11.224782608695653,134.69739130434783
972,30,34.22,3,Two year,Credit card,1048.22,1,33.81354838709677,405.7625806451613
973,34,88.31,0,Month-to-month,Bank transfer,3008.58,0,85.95942857142857,1031.5131428571428
974,34,71.99,1,Month-to-month,Credit card,2546.38,0,72.7537142857143,873.0445714285715
975,11,64.52,0,Month-to-month,Credit card,599.2,0,49.93333333333334,599.2
